pdf_page,file,location_hint,original_text,corrected_text,term,action,confidence,notes
246,full,的油脂，尤其是富含 w- 亚麻酸的油脂，因 o- 亚麻酸的食物来源有限，腾食摄 人量低。富含 w- 亚麻酸的油脂有亚麻籽油、胡麻油、核桃油、大豆油和,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
247,full,反应关系。 其 | 因此 WHO 强烈推荐，在全生命周期都应减少糖的摄和。 3. 生命早期体验影响婴幼儿口味发展 ， 生命早期 1000 天,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
250,full,止。 4. 7~24 月龄婴幼儿的一日膳食安排 7-24 月龄婴幼儿一日腾食可大致安排如下: 早上7 点: 母乳。可乏渐添加其他食物，如尝试家庭早餐,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
250,full,"进食。 Wee Ok: PL. WER, ALFIE UC. a 以上腾食安排可根据家庭生活习惯、妈妈的工作等作适当的调整。例如妈妈已经 晤。 上",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
256,full,"长曲线从 Pw 快速下降到 已，说明近期体重增长缓慢，可能 由 存在营养摄和不足，应进一步了解近期是否有疾病,号养不良等，而当体重生长曲线 EA P",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
258,full,58 页 > 章节：7-24 月龄婴幼儿喂养指南 | 三、儿童腾食指南 本指南适用于满 2 周岁至不满 18 周岁的未成年人(简称为“2~,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
258,full,养素需要量较高，但消化系统 尚未完全成熟，咀嚼能力较差，因此其食物的加工豪调应与成人有一定的差异。随着 2~5 岁儿童生活自理能力不断提高，自主性、,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
259,full,"谢旺盛、活动量大、出汗多，需 和 要及时补充水分，建议每天水的总摄和人量为 (含饮水和汤、奶等 ) 1300~1 600ml, Jt ，",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
259,full,。 家庭和托幼机构应遵循食物丰富、规律就餐原则安排学龄前儿童的 腾食和餐次，注重合理亭调，控制高盐、高脂、高糖食品及含糖饮料摄 入。有意识,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
259,full,于 ?5 岁儿童的生理特点、彰养需要以及饮食习惯培养规律，结合其 二 腾食营养和饮食行为现状，在一般人群膳食指南基础上增加的5 条核必 poy,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
259,full,健康成长。 a 南 | 学龄前儿童的均衡营养应由多种食物构成的平衡腾食提供，规律就餐是儿童获得 i 全面充足的食物摄入、促进消化吸收和建立,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
259,full,试 | 新食物的味道、质地，提高对食物的接受度，强化之前建立的多样化腾食模式。随着 k 儿童自我意识、模仿力和好奇心增强，容易出现挑食、,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
260,full,1. 学龄前儿童的合理膳食及餐次安排 is 膳食安排;学龄前儿童的腾食应由多样化食物构成，建议平均每天食物种类数达 = B12 种以上，每周达,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
260,full,前儿童 创建积极的身体活动支持环境。 学龄前儿童的身高、体重能直接反映其腾食侣养和生长发育状况，应定期监测儿 章身高、体重等体格指标，及时发现儿童营,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
260,full,种; 午餐 5-6种; 晚餐4.5种; 加餐 1-2 种。 为了让儿童腾食更加丰富，推荐以下几种方法，@小份量选择; @@与家人共餐; OMXAW,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
260,full,多接触、观察和认识食 物的机会; 在保证安全前提下鼓励儿童参与食物选择和训调加工过程，增进对食物的 认知和喜爱，培养苯重和爱惜食物的意识。 积极规律,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
260,full,品尝和接纳食物的自然味道。建议多采用敬、者、炖，少用前、炒的方式加工豪调食 物，有利于儿童食物消化吸收、控制能量摄入过多以及淡口味的培养。 家庭,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
260,full,，建议平均每天食物种类数达 = B12 种以上，每周达到 25 种以上，豪调油和调味品不计算在内。 按照食物大类建议; (1) 谷类、蓝类及杂豆,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
262,full,或饮奶时加用乳糖栈。 添加糖是指人工加入食品中的糖类包括单痢和双糖，过量摄和添加糖会对学龄前 儿童的健康造成危害，增加患肥胖 、龋此等疾病的风险，推,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
263,full,制品、饼干等中含盐量较多，不建议儿童经 上 常食用。此外，如果儿童腾食中使用味精或鸡精，不仅增加钠的摄入量，还会影响儿 | | 251 |,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
265,full,". SEFRLEBMLEEPEKR AAR, RUSHES ， 现平衡腾食的前提条件。 4 2-5岁是儿童健康饮食行为培养的关键时期。 4 规律就",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
265,full,发育水平的动态变化，判断其营养状况，并根据儿童体格指标变化及时进行 第 腾食和运动指导。建议学龄前儿童每半年测量一次身高和体重。根据我国卫生行业标准,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
265,full,，预防超重肥胖和近视，促进身心健康。 | | 4 体格生长指标与儿童腾食质量和营养状况密切相关，定期体格测量可及时发现和纠 正儿童营养健康问题，,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
266,full,营养是其正常生长发育，帮至一生健康的物质保障，因此，更需要强 | 齐全再腾食。 rs 学龄期是建立健康信念和形成健康饮食行为的关键时期。学龄儿童,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
267,full,"HR, SOW. SH | 因素在其中起着至关重要的作用。党养素养与腾食营养摄入及健康状况密切相关。学 龄儿童应主动学习营养健康知识，建立为自",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
267,full,立科学的健康 所 观，正确认识自己的体型，定期测量身高和体重，通过合理腾食和充足的身体活动保 证适宜的体重增长，预防营养不足和超重肥胖。对于已经,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
268,full,家庭成员应尽量在家就餐。家庭要提供多 RE AAA 样食物以满足平衡腾食的要求，制定家庭健康 | |饮食规则并加以实践，如每天保证吃一次水果,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
268,full,，了解食物营养的基本知识，学会选择和搭配食物，了解相关安全常识和常用的 训调方法，承担力所能及的家务劳动。 (4) 学校构建健康食物环境 | 学校,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
270,full,择健康饮品 | (1) 天天喝奶 奶制品营养全面、丰富，学龄儿童每天应摄和 300ml 及以上液体奶或相当量的奶 258 <!-- pdf-p,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
274,full,严重的营养不祖，应及时 就医。 | (4) 预防和控制肥胖 应通过合理腾食和充足身体活动来保持学龄儿童体重的适家增长，预防肥胖的发 262 <,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
275,full,的前提下调整腾食结构 、控制总能量摄 入，减少高精、高脂、高能量食物的摄和信，合理安排三餐。重度肥胖的儿童，应控制 每天能量摄入，严格限制高能量,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
275,full,"| ! Ac, 已经肥胖的儿童，要在保证正常生长发育的前提下调整腾食结构 、控制总能量摄 入，减少高精、高脂、高能量食物的摄和信，合理安排",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
277,full,食物和吸收营养物质的能力，使他们容易出现蛋白 区 盖一 质、微量营养素摄和不足，产生消瘦、贫血等问题，降低了身体的抵抗 能力，增加恰患疾病的风险。,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
277,full,血等问题，降低了身体的抵抗 能力，增加恰患疾病的风险。 在一般成年人平衡腾食的基础上，应为老年人提供更加丰富多样的食物，特别是 易于消化吸收、利用，,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
281,full,生素卫、类胡萝卜素、硒等抗氧化营 养素都有益于延缓肌肉衰减。因此，应增加摄和人富含 n-3 多不亿和脂肪酸、维生素D 的 海鱼类食物、和蛋黄，并食用,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
281,full,维生素D 水平。鼓励增加深色的蔬菜和水果以及豆类等富含抗氧化营养素食物的摄和人。 加 在医生或营养师的指导下合理补充维生素 D 和含多种微量营养素,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
283,full,BOR 死亡等不良事件风险增加的病症。 | 等食物的量是否与中国居民腾食指南中推荐的 、 后 摄人量基本相当。通过这些简单的自我测评， =,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
283,full,健康寿命密切相关。在食物多样前提下，保证摄入足量的 动物性食物有助于提高腾食营养素密度和吸收利用率，预防营养不良，尤其是贫血、 低体重等。 4 摄入,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
283,full,状况测评能够及时掌握老年人的营养和健康状况，实施有 | 针对性的个体化腾食改善。 | | PM ee eee hon eee | | 27,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
283,full,"看进食的食物， |。 MARKED, 是 | 种类是否丰富，尽可能达到腾食指南中每天 12 | WORIBANSEAR, GERI TR i 种",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
284,full,"、衰弱老年人往往存在 ,二进食受限， 味觉、嗅觉、消化吸收能力降低，童养摄和不足。因此需要 Sas LENBRKEED, LPSRMWAW, Si",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
284,full,) 或近期体重明显下降 的老年人，应进行医学营养评估，及早查明原因，从腾食上采取措施进行干预。如腾 食摄入不足目标量的 80%，应在医生和临床营养,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
285,full,", ERATE. HL, ARID | | 少量多餐，保证充足的食物摄和人。进餐次数宜 pa ls et | RASA, BSS, UTE",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
285,full,AE 食要保证温度，尽量选用保温性能良好的餐具。 分 | 保证充足食物摄和的方法如下: 特 | (1) 吃好三餐。早和餐宜有1 个鸡蛋、 1杯,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
285,full,食品和营养素补充剂等。老年人坚持身体活动，有 益身心健康，延缓功能衰退。摄和丰富的食物品种，是保证平衡腾食的基础。正餐加 餐相结合，尽可能做多样化选,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
285,full,齿应及早拔除，缺失牙齿应及时进行 | | (2) 少量多餐。对于正餐摄和不足，容易 专业修复，确保假牙佩戴舒适。定期 | | | IHS,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
285,full,"情况，摄人充足的蛋白质，选择鱼肉、 瘦肉、会类、鸡蛋、奶制品等。做到合理腾食，食物多样，减少不必要的食物限制。 | AHH, SEERA, FUL",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
285,full,持身体活动，有 益身心健康，延缓功能衰退。摄和丰富的食物品种，是保证平衡腾食的基础。正餐加 餐相结合，尽可能做多样化选择。 1多种方式鼓励进食，保证,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
286,full,"AK IN 4 7 MECH. Qe MI, 和 4 y 属。。 豪调时间长一些，保证柔软，如 9 a BST ANT ol eet el",豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
286,full,"Pa 老年人的口腔分辩能力减弱，应选择少带刺、带骨的食物。 采用合理的豪调方法，使 食物细软易于消化。具体措施; : DARREL, tO ti",豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
288,full,应在两餐间使用，这样既可以达到营养补充目的，又不影响正 餐进餐。对不能报信普通食物的老年人，建议唆饮 ( 50~100mlh )，以改善营养状况，,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
289,full,"质、 | Me: GGL — RE ANB, ANU E 据中国居民腾食党养素参考摄人量 (DRIs )， MAE: | | 使用过程中既不",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
293,full,"IL, MITRE IE WZ YUM, FAL | | 对素食人群的腾食提出科学指导很有必要。 | 基于信仰等因素已经选择素食者应给予尊重，对",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
293,full,特别是发醇豆制品; 蔬菜水果含有丰富的维生素 C、B- | 胡草卜素、腾食纤维、矿物质及植物化学物应足量摄入;，洛类 CHEB) OA 1-3 多,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
294,full,总 题从而及时调整饮食结构。 | 素食人和群腾食除动物性食物外，能量摄和信和其他食物的种类与一般人群腾食类似， | 因此，除了动物性食物，一般,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
294,full,| 素食人和群腾食除动物性食物外，能量摄和信和其他食物的种类与一般人群腾食类似， | 因此，除了动物性食物，一般人群腾食指南的基本原则也适用于素,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
294,full,其他食物的种类与一般人群腾食类似， | 因此，除了动物性食物，一般人群腾食指南的基本原则也适用于素食。对于自由选择 | 全素者而言，蛋奶素可能更,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
294,full,由选择 | 全素者而言，蛋奶素可能更容易达到营养目标。推荐全素和蛋奶素腾食食物组成见表 2-16。 表 2-16 ”全素和蛋奶素成年人的推荐膳食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
294,full,，以尽早发现潜在的营养问 总 题从而及时调整饮食结构。 | 素食人和群腾食除动物性食物外，能量摄和信和其他食物的种类与一般人群腾食类似， | 因,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
295,full,") 全谷物、杂豆类天天有 i 素食者应比非素食人和群增加全谷类食物的摄和人比例，主食中一半应为全谷物、杂 | 豆类,减少精制米面比例。选购食物",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
295,full,其制品、蔬菜水果类和坚果，搭配恰当，使各类食物营 。。 短 养互补，每天摄和的食物种类至少为 12 种，每周至少为 25 种，满足人体对各种营养 会,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
295,full,2. 如何提高谷类食物摄入量 (1 ) 餐餐有谷类 谷类食物是素食人群腾食中的关键部分，对于素食者来说应更好地享用，如大米 饭、面食等，每餐不少于,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
295,full,的全部营养素，为保证素食者的营养素需要， 学 素食人和群应认真设计自己的腾食，做到食物多样化。 分 |. 每天选用粮谷类、大豆及其制品、蔬菜水果类,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
296,full,"R Lent, 微生物的生长繁殖，可合成少量的维生素Ba。 四 _ BERETA ARE B 含量的多少，除与微生 | 贴十: ， 的品种有关外",BERE,BERE,BERE,uncertain_registered,low,上下文不足，先登记；残留正文噪声由 body_text_corrections 按页图精确修正。
300,full,、加拿大、澳大利亚、日本、 长 意大利、西班牙等，我国出版的《中国居民腾食指南 (2016 )》首次由中国营养学会制 生 定了针对素食人群的膳食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
300,full,口感甚至口味都极为相似的一 类食物，是我国丰富饮食文化中的一种。传统仿荤腾食选用一些与某种药菜形态相似 的素料加工成素鸡、素芍、素海参、素鲍鱼等食物,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
300,full,的进展 随着素食人群比例的增多，素食者的腾食指南也逐渐被一些国家制定国民腾食指 | 由 南时考虑到。目前具有素食膳食指南的国家有美国、英国、加拿大,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
300,full,群蛋白质、不饱和脂肪酸和维生素的良好来源。 国外的仿肉食物和我国传统仿莹腾食类似，模拟加工肉类产品，大多数由大豆蛋 白和获质(小麦蛋白) 制成，有时,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
300,full,这一饮食方式。 3. 素食指南的进展 随着素食人群比例的增多，素食者的腾食指南也逐渐被一些国家制定国民腾食指 | 由 南时考虑到。目前具有素食膳,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
301,full,含有营养成分外，还含有许多其他有益健康的 | 成分，也是一个可持续的腾食方式。只有当腾食不能满足营养需要时，素食者才需要 由 根据自身的生理,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
301,full,还含有许多其他有益健康的 | 成分，也是一个可持续的腾食方式。只有当腾食不能满足营养需要时，素食者才需要 由 根据自身的生理特点和营养需求，,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
304,full,> 章节：第三部分 平衡膳食模式和编写说明 第三部分“平衡膳食模式和腾食指南编写说明 本部分内容主要包括膳食指南修订指导思想、原则和研究程序，对,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
304,full,中国营养学会组织专家分 IF 1997 年、2007 年、2016 年对腾食指南进行了 3 次修订。第四版《中国居民膳食 指南(2016 )》在 2,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
304,full,国营养学会组织了《中国居民腾食指南 (2016 ) 》的修订工作，成立腾食指南修订专家 由 委员会和膳食与健康科学研究报告工作组。经过修订专家委,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
304,full,委发布。受国家卫生健康委委托，2020 年中 国营养学会组织了《中国居民腾食指南 (2016 ) 》的修订工作，成立腾食指南修订专家 由 委员会和,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
304,full,要修订内容、 数据和证据来源给出说明，特别是对基于营养科学原则设计的平衡腾食模式的推理、 计算和膳食宝塔结构等给出了详尽说明。介绍了以江苏、浙江、福,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
304,full,，我国人慢性病患 者基数仍将不断扩大。 | 2020 年，中国营养学会腾食指南修订专家委员会以营养科学原理为基础，针对当 前主要的公共卫生问题，紧,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,st | | | 腾食指南强调建立良好膳食模式，而非某一个优选食物。腾食模式与饮食文化、 民族传统、社会和家庭等各方面均相关，需要将营养科学原则,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,三部分 平衡膳食模式和编写说明 (一 ) 修订原则和程序 | 制定腾食指南的指导思想是使人类营养需求得到满足，并主要通过合理膳食来完 成。腾食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,为相关的关键 得 问题，排列优先次序和成本效益等，分析总结我国不同地区的腾食模式和饮食文化 训 并给予充分参考，最后形成研究报告和专家共识。 |,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,"关注人群即孕妇和乳母、婴幼儿、儿童、老年人的膳食指南，还包括 素食人群的腾食指南。 * li 修订目标: VCAARUEA A WHA, TAUN",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,分重视实用性、可操作性以 及关注食物系统的可持续发展。 | PES: 腾食指南以 2 岁以上健康人群为目标，鼓励尽早开始良好膳食行为的 | 培养,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,大众更具有指导意义。 | 4. SRE Finest | | | 腾食指南强调建立良好膳食模式，而非某一个优选食物。腾食模式与饮食文化、 民族,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,导准则 确定以食物为基础、强调腾食模式，是修订强调的主要原则。人类每日的腾食由 | 食物组成，而食物不仅仅是已知营养素的集合。因此提出强化指导“多,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,或效益等，最终确定健康关联并获得专家一致性建议形成 | 共识。研究各国腾食指南的关键推荐和可靠证据，参考应用。 | 3. 以食物为基础，确定指导,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,本，以营养科学原理、食物和健康关系的最 | 新科学证据为根据，在“平衡腾食模式”为核心指导思想下，优先考虑我国目前突出 的膳食营养共性问题。以食物,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,考应用。 | 3. 以食物为基础，确定指导准则 确定以食物为基础、强调腾食模式，是修订强调的主要原则。人类每日的腾食由 | 食物组成，而食物不仅,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,腾食指南的指导思想是使人类营养需求得到满足，并主要通过合理膳食来完 成。腾食指南修订专家委员会以公众健康需求和公众利益为宗旨，综合和总结食物和 健康,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,"膳食指南。 人 修订方法和程序: 参考 WHO 指南制定原则和其他国家腾食指南的修订经验, 修订 其 | 专家委员会制定了中国居民膳食指南修订方法",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,要方面。 Fh 1. 确定优先考虑的公共营养健康问题 ip 总结我国腾食营养和健康现况，研究和分析健康与饮食、运动和行为相关的关键 得 问题，排,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
305,full,饮食文化、 民族传统、社会和家庭等各方面均相关，需要将营养科学原则与我国腾食传统结合， | | | 提出膳食指导准则和可视化图形建议。 | |,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
306,full,来的6条核心推荐条目修订为 8条膳食准则， 新增关于规律进餐、会选会赢、公策分餐、杜绝浪费、饮食卫生等内容。一方面是因 为我国不健康生活方式仍然普遍,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
306,full,期科学 内涵。 我国江南及东南沿海一带地区社会经济发展综合水平较高，居民腾食营养状况相 | 对较好，该地区形成的膳食特点也是东方传统膳食模式向东方,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
306,full,状况相 | 对较好，该地区形成的膳食特点也是东方传统膳食模式向东方健康腾食模式转变的好 | 范例。该地区膳食的主要特点是豪调清淡少盐，食物多样，,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
306,full,统膳食模式向东方健康腾食模式转变的好 | 范例。该地区膳食的主要特点是豪调清淡少盐，食物多样，谷物为主，丰富的蔬菜水 | 果，经常吃鱼虾等水产品,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
307,full,了 30 余个定量 和定性描述性用语。例如描述食物概念的“合理膳食、健康腾食、全谷物、素食、营 养素密度等;描述营养素含量的富含、含有、高脂、高能量,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
307,full,可视化、现代化。将食谱的成品通过图片 分 呈现，以方便大众学习和实践合理腾食，促进个人《家庭 ) 层面的合理膳食行动洲实。 。 时 | (=) 科学,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
