pdf_page,file,location_hint,original_text,corrected_text,term,action,confidence,notes
307,full,"和引用 a | ee ee eee ae a 和营养问题分析，以及国外腾食指南的研究。这些是膳食指南修订的基础性文件, 具 家 | 体资料来源和说",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
307,full,密度更 加强调了食物能量前提下的营养素含量高低，对认识和选择食物达到平衡腾食，控制 营养不良和肥胖具有重要意义。 | 5. 追踪营养研究成果，使用,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
307,full,"编写说明 | 4, 更新定性定量食物选择和膳食营养新概念 为准确理解腾食指南，也为今后培训和传播的一致性，修订和增加了 30 余个定量 和定性描",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
309,full,) 应用概念及定义 a il 为更好地理解腾食指南的核心思想和内容，腾食指南修订专家委员对本指南中党 用慨念进行了明确和定义。把相对抽象、模糊或,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
309,full,an 编 | (四 ) 应用概念及定义 a il 为更好地理解腾食指南的核心思想和内容，腾食指南修订专家委员对本指南中党 用慨念进行了明确,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
309,full,其各种慢性病发生发 平 展的因果关系。 il 详细内容可查阅《中国居民腾食指南科学研究报告 (2021 )》 EB | 2. 主要数据分析和引,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
309,full,持了不 | 同部分表述的一致性;同时也能帮助读者更好地理解关于食物 、腾食和运动指导的扒 | 荐建议，更加方便指南的贯彻落实。 | 未膳食指,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
309,full,指南修订专家委员会根据相似概念和学科 | 理论，统一规范后而确定。 腾食指南中涉及的概念多属于两方面: 一是膳食定性的概念和相关描述 ( 表 3,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
310,full,"ment, 2nd Edition | 9 tea 近年发表的食物、腾食与健康相关文献见参考文献部分 298 <!-- pdf-page:3",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
310,full,"》 由人民卫生出版社出版， 杨月欣、杨晓光、孔灵芝、吴 ee 《我国的腾食指南 (1989)) AP 1K, RA. BRR BYE. BA ee",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
311,full,| ook | : ; | 表 3-3 常见腾食定性术语和概念描述 腾食模式 (diet pattern) 亦称膳食结构，是指腾食中各食物的品种,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
311,full,局| | : | | ook | : ; | 表 3-3 常见腾食定性术语和概念描述 腾食模式 (diet pattern) 亦称膳食结构,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
311,full,第 | 竺特征。平衡腾食、地中海饮食以及 DASH 饮食通常被认为是健康腾食 三 部 | 东方健康膳食模式 ( eastern healthy d,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
311,full,结构，是指腾食中各食物的品种、数量及其比例 eae 和消费的频率。腾食模式的形成是一个长期的过程，受一个国家或地区的人口、农 - 业生产、食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
311,full,语和概念描述 腾食模式 (diet pattern) 亦称膳食结构，是指腾食中各食物的品种、数量及其比例 eae 和消费的频率。腾食模式的形成,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
311,full,预期寿命较高 ie 上 是一种不包含动物性肉类食物的膳食模式。根据不同腾食组成，又可分为全素食 = 6 素食 ( 纯素食 )、蛋奶素食、蛋素,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
311,full,，其特点常包括少油盐、少深加工食品、多蔬果全谷物 第 | 竺特征。平衡腾食、地中海饮食以及 DASH 饮食通常被认为是健康腾食 三 部 | 东方,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
312,full,“经常吃” 通常指每天必须吃，或倡导比以前摄入量多的意思 该食物是平衡腾食模式的基本组成部分， 但过少或过高摄入也可能增加某些慢性病 的发生风险，,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
312,full,低于 ) 营养素推荐摄入量 指 南 由该食物提供的某营养素的量，占整个腾食营养素来源的 50% 以上 ( 实际调查数据 站 A 主要来源 或,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
312,full,在膳食中提供的代表性营养素贡献的评价 由该食物提供的某营养素的量，占整个腾食营养素来源的30%~49% ( 实际调查 重要或良好 数据或平衡膳食模,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
313,full,和健康文化传播密切相关，也是现 代社会经济发展的重要特征之一。 基于长期腾食不合理引起慢性病发病率和死亡率日益升高，WHO 发布《用更少支 | 出,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
313,full,膳食模式，这是由于地域、文化、资源和信仰等不同而长 期传递所形成的结果。腾食模式的变迁与社会发展和健康文化传播密切相关，也是现 代社会经济发展的重要,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
314,full,全球 195 个国家从 1990 年到 2017 年 15 种饮食因素的摄和人 量趋势，分析了世界各国因为饮食结构而导致的死亡率和疾病发生率。结果显,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
314,full,表现为畜肉类和油脂消费过多，而粗杂粮、薯类食物消费锐减，从而导致营养素 摄和人失衡和肥胖等慢性病高发等新营养问题。 不合理膳食是造成我国心血管疾病死,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
314,full,? 死亡数/干人 图 3-2 “不合理饮食结构对死亡率的贡献图 《中国腾食指南科学研究报告 ( 2021 ) 》中详细描述了我国不同地区的膳食现状,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
314,full,食物摄入量偏少，且奶类和水果长期缺乏。 随着我国居民生活水平的不断提高，腾食结构发生变化，总体上膳食结构仍不尽合理， 主要表现为畜肉类和油脂消费过多,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,种类和比例，特别是奶类 入 和豆类食物的摄入量，可能与当前多数人的实际报信量有一定的距离。但对于健康而 入 言，无论是南方还是北方、城市还是农村，,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
315,full,| | 是能量主要来源，体现了“谷类为主”的理念“谷类为主”是我国的腾食传统，实践 | | 证明对健康有益。另外，蔬菜、水果、大豆、坚果都是,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,| 需要。平衡膳食模式是中国居民膳食指南的核心。 | 中国居民平衡腾食模式的设计和修订依据; 符合营养科学原理和中国居民膳食 | 营养素参考摄,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,具有较高的身体活动量。 ， (=) 中国居民平衡腾食和构成 y 平衡腾食模式是经过科学设计的理想膳食模式。平衡膳食模式所推荐的食物种类 和比例能,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,"况，应把平衡膳食作为一个营养目标，努力争取，逐步达到。 | 公设计平衡腾食模式完全符合不同能量水平下营养素的需要，见表3-5, WTI 指 ， 1",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,原料生重可食部计 算的，每类食物又材盖了多种多样的食物，食物多样，是保障腾食平衡和合理营养的 | 1. 中国居民平衡腾食模式的特点 | (1),腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,及训饪用的油盐等。推荐的食物品 | 种丰富，每周 25 种以上，以保障腾食能量和营养素的充足供给，传承和发扬了“五谷 为养、五果为助、五畜为着、五,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,合水平较高，居民腾 食营养状况相对较好，形成了东方传统腾食模式向东方健康腾食模式转变的良好范例。 为了方便描述和推广，把我国东南沿海一带的代表性饮食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,地区社会经济发展综合水平较高，居民腾 食营养状况相对较好，形成了东方传统腾食模式向东方健康腾食模式转变的良好范例。 为了方便描述和推广，把我国东南沿,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,富，奶类豆类丰富等，并具有较高的身体活动量。 ， (=) 中国居民平衡腾食和构成 y 平衡腾食模式是经过科学设计的理想膳食模式。平衡膳食模式所推,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,"文化特点和食物系统的可持续发展等。 平 我国地大物博，人口众多,平衡腾食模式所建议的食物种类和比例，特别是奶类 入 和豆类食物的摄入量，可能与",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,样的食物，食物多样，是保障腾食平衡和合理营养的 | 1. 中国居民平衡腾食模式的特点 | (1) 食物多样: 中国居民平衡膳食模式包括五大类人体,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,的膳食搭配原则。按照 2 000kcal 能量需求水 | 平《中国居民腾食指南 (2022 )》推荐的食物类别和重量塔型图见图 3-3。 | (,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
315,full,，即洱盖 2 岁以上人和群能量需要量的肝食 龟 ， 值得注意的是，平衡腾食模式中提及的所有食物推荐量都是以原料生重可食部计 算的，每类食物又材盖了,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
316,full,5 <5 <5 <5 <5 <5 <5 <5 is 注，腾食宝塔的能量范围在 1 600~2 400kcald，昔类为鲜重。 N 已,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
317,full,性病不要超过 2 000mg ( 相当于 Sg th). 我国青少年糖的摄和人主要来自饮料，家庭和餐饮业误调油和 盐的用量也较大。油、盐、精是膳食指,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
317,full,7 | | : | 在 2 000kcal 能量需要量水平下，平衡腾食模式提供的主要营养素占其参考摄人量 | | 的百分比如图 3-4 所示,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
317,full,能量和主要营养素供给分析 表3-5 提供了 2 岁以上所有健康人群平衡腾食的食物组成，按照表 3-5，计算理想 膳食模式提供的能量和主要营养素含量,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
318,full,同类型食物 OR 提供的能量分布，可以看出植物性食物是能量的主要来源，占腾食总能最的 669左右。 表 3-7，不同能量需要水平的平衡腾食模式所提供,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
318,full,要来源，占腾食总能最的 669左右。 表 3-7，不同能量需要水平的平衡腾食模式所提供能量和来源构成比 能量水平/kca 1 000 50 15,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
319,full,。 过去几十年来，中国经济快速发展，人民生活发生了深刻变化。第 5 版腾食指南 更加注重在满足能量和背养素供应目标的前担下，积极引导促进低能邦、,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
319,full,为食 泪 ， 物消费和人类健康指导性文件的一个重要部分，对于鼓励健康腾食模式，特别是鼓励 恩 ， 植物性食物消费、限制过度消费油盐精和深加工,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
319,full,备食物来源 和 ， 合理性、食物资源适用性、经济可获得性等。中国居民腾食指南的修订，考虑了我几 到 食物资源、人均收入以及食物价格等因素，争取,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
319,full,结构。 | | 1. HEUER PGi | | 中国居民平衔腾食宝塔 (Chinese Food Guide Pagoda，以下简称“宝,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
319,full,蜂 ， 国可持续发展翅略时，食物消费、食物结构相关问题具有重要地位。腾食指南作为食 泪 ， 物消费和人类健康指导性文件的一个重要部分，对于鼓,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
319,full,要是植物性食物为主， 入 其膳食模式是一种比较经济并有利于可持续发展的腾食模式。 x 食物是人类营养之源、生存之本，是整个社会可持续发展的基础,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
319,full,记忆和理解，在以上研究的基础上，制作了膳食指南的宣传图形，包括 中国居民腾食宝塔、中国居民平衡冉食餐盘和中国儿童平衡草食算盘，以六释平衡腾 | :,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
321,full,，深色蔬菜一般富含维和灵 生素、植物化学物和膳食纤维，推荐每天占总体蔬荣报信量的 1/2 以上。 - | 水果多种多样，包括仁果、浆果、核果、柑橘,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
321,full,600~2 400kcal 能量需要量水 分 平下，推荐成年人每天蔬菜摄和人量至少达到 300g， 水果 200-350g。蔬菜水果是膳食纤 x,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
321,full,总能量的 50%~65% )，也是多种 微量营养素和膳食纤维的良好来源。腾食指南中推荐 2 岁以上健康人群的膳食应做到 食物多样、合理搭配。谷类为主,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
321,full,红暮等，可蔡代部分主食。 a7 第二层蔬菜水果 志 | 蔬菜水果是腾食指南中鼓励多摄入的两类食物。在 1 600~2 400kcal 能量需要,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
321,full,馒头、烙饼、面包、饼干、麦片等。全谷物保留了天然谷物 的全部成分，是理想腾食模式的重要组成，也是腾食纤维和其他营养素的来源。杂豆 包括大豆以外的其他,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
321,full,麦片等。全谷物保留了天然谷物 的全部成分，是理想腾食模式的重要组成，也是腾食纤维和其他营养素的来源。杂豆 包括大豆以外的其他干豆类，如红小豆、绿豆、,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
322,full,12，推荐一 天中饮水和整体膳食 (包括食物中的水，汤、粥、奶等 ) 水摄和共计 2 700~3 000ml。 身体活动是能量平衡和保持身体健康的重,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
322,full,品消费中，我国居民摄人量一直很低，多吃各种 各样的乳制品，有利于提高乳类摄和人量。 大豆包括黄豆、黑豆、青豆，其常见的制品如豆腐、豆浆、豆腐干及千张,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
322,full,酸的需要。 本 我国居民食盐用量普遍较高，盐与高血压关系密切，限制食盐摄和人量是我国长期 =| 行动目标。除了少用食盐外，也需要控制隐形高盐食品,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
322,full,量是我国长期 =| 行动目标。除了少用食盐外，也需要控制隐形高盐食品的摄和人量。 Ld 酒和添加糖不是膳食组成的基本食物，毫饪使用和单独食用时也,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
322,full,示仍包含在可视化图形中，强调增加身体活动和足量饮水的 8 重要性。水是腾食的重要组成部分，是一切生命活动必需的物质，其需要量主要受 年龄、身体活动,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
322,full,量水平下脂肪的摄 人量为 36~80g。其他食物中也含有脂肪，在满足平衡腾食模式中其他食物建议量的前提 下，误调油需要限量。按照 23~30g +S,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
322,full,，描述了 | 一个人一餐中膳食的食物组成和大致比例。餐盘更加直观，一餐腾食的食物组合搭配 轮廓清晰明了。 310 <!-- pdf-page:,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
322,full,左右 )。 油盐作为训饪调料必不可少，但建议尽量少用。推荐成年人平均每天训调油不超过 25~30g，食盐摄人量不超过 Sg。按照 DRls 的建议，,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
323,full,儿童应用腾食指南时，根据科 | 衡膳食原则转化各类食物份量的图形。平衡腾食算盘简单匀画了膳食结构图，给儿童 | 一个大致腾食恒式的认识。跑步的,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
323,full,忘天天运动、 : | 积极活跃的生活和学习。 | 与腾食宝塔相比，腾食算盘在食物分类上，把蔬菜和水果分别表示，算盘有6 层， | | 用不,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
323,full,物份量按 8-11 岁儿童能量需要量平均值大致估算。在面向儿童青少年开展腾食指南 ， | 宣传和知识传播中，通过膳食算盘可以寅教于乐，与儿童更好,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
323,full,物份量的图形。平衡腾食算盘简单匀画了膳食结构图，给儿童 | 一个大致腾食恒式的认识。跑步的儿童身挎水壶，表达了鼓励喝白水、不忘天天运动、 :,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
323,full,盘 (Food Guide Abacus，图 3-8 ) 是面向儿童应用腾食指南时，根据科 | 衡膳食原则转化各类食物份量的图形。平衡腾食算盘简单,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
323,full,鼓励喝白水、不忘天天运动、 : | 积极活跃的生活和学习。 | 与腾食宝塔相比，腾食算盘在食物分类上，把蔬菜和水果分别表示，算盘有6 层，,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
324,full,.. RUT IRR LCA SRR A 识和经验，帮助大众在生活中应用腾食指南，并不断通过实践总结经验。 (一) 膳食实践和指导原则 《中国居民腾,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
324,full,导，主要用于几个方面; 1. 个人饮食和生活方式实践 (1 ) 设计平衡腾食，自我管理一日三餐。 | (2) 了解并实践“多吃”的食物。 (,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
324,full,小时 民 四 图 3-8 ”中国儿童平衡膳食算盘 8 | ” 三、平衡腾食模式的应用 膳食指南的应用和实践，是把营养与健康科学知识转化为平衡腾食模,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
324,full,少吃”的食物。 | (4) 合理运动和保持健康体重。 (5) 评价个人腾食和生活方式，逐步达到理想要求。 312 <!-- pdf-page:,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
324,full,衡腾食模式的应用 膳食指南的应用和实践，是把营养与健康科学知识转化为平衡腾食模式的促进和 推广过程。中国居民习食指南为全体营养和健康教育工作者 、健,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
324,full,食指南，并不断通过实践总结经验。 (一) 膳食实践和指导原则 《中国居民腾食指南 (2022 )》可作为我国居民健康生活的指导，主要用于几个方面;,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,| (6) 特别提及的概念、新观点和措施如合理运动、能量平衡、估量食物、公策分 “ 售 ， 餐制、生态环境等。 对 实践腾食指南所但导的原则和观点,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
325,full,提倡和建议“少吃”的食物。 部 的 (4) 应注意的饮食行为和文明，公策分餐，节俭不浪费为重点。 a Y (5) 鼓励实践，培养良好饮食习惯。,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
325,full,(2 ) 发展和促进营养相关政策和标准的基础。 (3 ) 创造和发展新的腾食计算和资源的工具。 (4) 科学研究、教学、腾食管理的指导性文件。 (5,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,(3 ) 创造和发展新的腾食计算和资源的工具。 (4) 科学研究、教学、腾食管理的指导性文件。 (5) 推动和实施全民营养周、社区健康指导、健康城市,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,)》的指导原则，个人和群体可以检查自己的饮 | | 食。并设计每天的腾食计划。从关心和记录自己饮食开始，设定膳食改善目标，逐步 | | 达到,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,"、合理运动、分餐制是实践营养均衡和促 指 进健康的关键环节，也是保障平衡腾食、食不过量、不浪费和饮食卫生的良好措施。 By SANE, HUN R",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,"、能量平衡、估量食物、公策分 “ 售 ， 餐制、生态环境等。 对 实践腾食指南所但导的原则和观点，保持平衡匿食，不仅需要意识和知识,更需 BR 可",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,"》“合理膳食行动”落实的保障。 3, 营养教育与健康促进 | 设计平衔腾食、腊食管理和评价、营养教育和健康促进是最常应用的几个方面， 膳食指南引航",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,养目标需要。同时，一日三餐的食谱，也需要考虑口味、风味 和可接受性。因为腾食不仅是人们生理上的需求，也是一种心理的享受，这样才能既 满足营养需要，也,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
325,full,受，这样才能既 满足营养需要，也享受食物并维持身体健康。 根据《中国居民腾食指南 (2022 )》的指导原则，个人和群体可以检查自己的饮 | |,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
327,full,度的运动;运动消耗 | 能量至少 270kcal。 i | 注，该腾食设计是基于 1 800kcal 能量需要量水平，适用 18 岁以上轻身体,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
329,full,分钟中等强度运动运动消耗能量至少 270kcal。 a 国 注，该腾食计划是基于 2 250kcal 能量需要量水平; 适用 18 岁以上男性,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
330,full,"章节：第三部分 平衡膳食模式和编写说明 | | 例3 成年男性一日腾食 ( 提供能量 2 400kcal ) RE Fn | Aa gm,",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
334,full,"> 章节：第三部分 平衡膳食模式和编写说明 | 例 5 了孕妇一日腾食 ( 提供能量 2 250kcal ) | PR, ee <a | #",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
337,full,于女性轻身体活动 | 水平 ( 1800+500 ) kcal 而来，腾食蛋白质和脂肪分别提供能量约占 179 和 30% 。对具体乳母 | 而,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
337,full,酒; 明 | 选择适合和适量的身体活动，注意增加三餐外的加餐。 注，该腾食方案是为乳母能量需要量 2 300kcal 而设计，这个能量水平基于女性,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
339,full,", RORE, WGA, FER, PELEIL, TREES. 注，该腾食方案是按照能量需要量 1 200~1 300kcal 而设计，该能量需要",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
347,full,"“— 0"" “—4"" ET, Fea ie 实践的基础上,《中国居民腾食指南 ( 2016 )》首次提出“食物标准份量”的概念，力 2 求使其",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
347,full,见食物的份量 附录一“常见食物的份量 ， “量化”食物是理解和实践腾食指南的重要手段。学术上，我们通常用“克” “王 L 克”等单位来表达食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
313,tables,## 082. 表 3-5：表3-5 提供了 2 岁以上所有健康人群平衡腾食的食物组成，按照表 3-5，计算理想 | 字段 | 值 | |---|,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
